,Open Time,Open,High,Low,Close,Volume
65,2024-04-09 16:00:00,69979.7,70484.7,68620.5,69416.0,57637.121
66,2024-04-09 17:00:00,69416.0,69425.0,68538.0,69322.8,26707.87
67,2024-04-09 18:00:00,69322.8,69369.9,68566.9,68662.7,18385.986
68,2024-04-09 19:00:00,68662.7,69016.2,68216.0,68878.3,22279.338
69,2024-04-09 20:00:00,68878.2,69071.3,68817.0,68923.7,5403.229
70,2024-04-09 21:00:00,68923.6,69210.8,68686.9,69049.7,8042.085
71,2024-04-09 22:00:00,69049.6,69262.2,69009.4,69220.2,4140.884
72,2024-04-09 23:00:00,69220.1,69298.8,68972.8,69257.6,3466.566
73,2024-04-10 00:00:00,69257.6,69473.4,69177.0,69367.5,4035.097
74,2024-04-10 01:00:00,69367.5,69375.8,68913.2,69189.3,6721.533
75,2024-04-10 02:00:00,69189.2,69350.0,69063.2,69182.9,4474.657
76,2024-04-10 03:00:00,69182.9,69326.5,68643.2,69326.5,11035.062
77,2024-04-10 04:00:00,69326.4,69650.0,68514.0,68703.0,15921.923
78,2024-04-10 05:00:00,68703.0,69235.0,68670.0,69193.1,7028.624
79,2024-04-10 06:00:00,69193.2,69267.1,69049.0,69176.4,5235.206
80,2024-04-10 07:00:00,69176.4,69452.0,69160.0,69300.1,5769.827
81,2024-04-10 08:00:00,69300.0,69526.2,69263.9,69412.3,4047.093
82,2024-04-10 09:00:00,69412.3,69564.0,69302.3,69381.6,4009.017
83,2024-04-10 10:00:00,69381.6,69381.6,68830.4,69066.0,11295.633
84,2024-04-10 11:00:00,69065.5,69227.7,68934.9,69184.2,4362.503
85,2024-04-10 12:00:00,69184.3,69233.1,68662.7,68975.9,12018.164
86,2024-04-10 13:00:00,68975.9,69185.6,68888.6,69094.7,5187.95
87,2024-04-10 14:00:00,69094.8,69275.1,67546.2,68013.6,53830.408
88,2024-04-10 15:00:00,68013.5,68366.4,67547.1,68300.0,29901.913
89,2024-04-10 16:00:00,68299.9,69033.0,68050.0,68742.7,29069.273
90,2024-04-10 17:00:00,68742.7,68800.0,68300.0,68687.9,12829.123
91,2024-04-10 18:00:00,68688.0,69580.0,68585.0,69542.0,22200.113
92,2024-04-10 19:00:00,69542.0,69989.0,69155.0,69395.6,23137.88
93,2024-04-10 20:00:00,69395.6,69458.5,69102.7,69356.1,11889.298
94,2024-04-10 21:00:00,69356.0,70130.0,69253.9,70121.0,14002.772
95,2024-04-10 22:00:00,70120.3,70190.0,69777.0,69853.0,9313.949
96,2024-04-10 23:00:00,69852.7,70123.0,69613.4,70050.0,7472.049
97,2024-04-11 00:00:00,70049.9,71412.2,70049.9,70584.4,27316.84
98,2024-04-11 01:00:00,70584.3,70860.0,70535.4,70681.7,6425.479
99,2024-04-11 02:00:00,70681.8,70713.7,70340.0,70572.0,7092.629
100,2024-04-11 03:00:00,70571.4,70824.3,70502.9,70610.2,6367.891
101,2024-04-11 04:00:00,70610.3,71128.8,70553.3,71040.0,8049.294
102,2024-04-11 05:00:00,71039.9,71076.1,70812.6,70900.5,4266.438
103,2024-04-11 06:00:00,70900.5,70936.4,70421.0,70654.2,8365.796
104,2024-04-11 07:00:00,70654.3,70741.2,70479.8,70639.1,3866.739
105,2024-04-11 08:00:00,70639.1,70914.8,70615.1,70763.2,5635.15
106,2024-04-11 09:00:00,70763.1,71387.4,70758.6,70789.1,14801.939
107,2024-04-11 10:00:00,70789.1,71337.8,70667.1,71099.8,12271.932
108,2024-04-11 11:00:00,71099.8,71120.3,70650.0,70661.9,9609.864
109,2024-04-11 12:00:00,70661.9,70843.7,70455.0,70521.7,7260.669
110,2024-04-11 13:00:00,70521.8,70655.0,69921.1,70043.3,16721.411
111,2024-04-11 14:00:00,70043.4,71160.0,69939.0,70906.6,25866.182
112,2024-04-11 15:00:00,70906.5,71045.5,69700.0,70322.8,36582.965
113,2024-04-11 16:00:00,70322.7,70387.3,69592.6,69630.7,21752.859
114,2024-04-11 17:00:00,69630.7,70071.2,69594.2,70045.9,12452.858
115,2024-04-11 18:00:00,70045.9,70180.0,69608.1,70062.0,12488.283
116,2024-04-11 19:00:00,70061.9,70488.6,70041.6,70244.7,10507.582
117,2024-04-11 20:00:00,70244.7,70492.0,69979.7,70151.2,6176.645
118,2024-04-11 21:00:00,70151.2,70577.7,70045.9,70491.4,5810.732
119,2024-04-11 22:00:00,70491.3,70806.4,70414.0,70547.4,7162.844
120,2024-04-11 23:00:00,70547.6,70556.7,70101.7,70172.4,4864.084
121,2024-04-12 00:00:00,70172.3,70313.5,70072.0,70201.5,3311.229
122,2024-04-12 01:00:00,70201.5,70253.2,69800.0,70055.7,4908.138
123,2024-04-12 02:00:00,70055.6,70384.3,70044.4,70342.0,4140.353
124,2024-04-12 03:00:00,70342.0,70421.7,70153.3,70330.1,3075.597
125,2024-04-12 04:00:00,70330.0,70841.7,70249.3,70681.0,9005.667
126,2024-04-12 05:00:00,70681.0,71071.4,70681.0,71034.3,12550.905
127,2024-04-12 06:00:00,71034.3,71297.0,70866.1,71162.8,7510.173
128,2024-04-12 07:00:00,71162.9,71225.7,70948.0,71009.8,5401.598
129,2024-04-12 08:00:00,71009.8,71069.1,70742.0,70928.7,5040.996
130,2024-04-12 09:00:00,70928.7,71033.0,70633.6,70825.9,7243.602
131,2024-04-12 10:00:00,70825.9,70963.6,70639.2,70828.2,5297.374
132,2024-04-12 11:00:00,70828.2,70927.9,70552.9,70711.6,6067.234
133,2024-04-12 12:00:00,70711.6,70927.0,70664.0,70833.1,4313.164
134,2024-04-12 13:00:00,70833.1,71038.9,70812.4,70950.9,5610.266
135,2024-04-12 14:00:00,70950.9,71028.0,70360.3,70584.9,12647.92
136,2024-04-12 15:00:00,70585.0,70585.0,69667.0,69934.4,27303.082
137,2024-04-12 16:00:00,69934.5,70137.2,69267.0,69289.7,26379.327
138,2024-04-12 17:00:00,69289.6,69764.5,69270.0,69374.1,15695.038
139,2024-04-12 18:00:00,69374.0,69626.7,68700.0,68884.5,30738.95
140,2024-04-12 19:00:00,68884.5,69016.2,67178.7,68191.3,65327.112
141,2024-04-12 20:00:00,68191.3,68435.9,65102.0,66522.6,92172.269
142,2024-04-12 21:00:00,66522.7,67346.7,66375.0,66867.5,31824.779
143,2024-04-12 22:00:00,66867.6,67498.7,66695.1,67161.5,17288.181
144,2024-04-12 23:00:00,67161.6,67161.8,66700.5,66985.2,9202.13
145,2024-04-13 00:00:00,66985.2,67287.5,66852.2,67087.9,6217.731
146,2024-04-13 01:00:00,67087.9,67261.4,66838.2,67136.4,5474.701
147,2024-04-13 02:00:00,67136.4,67177.1,66780.0,66957.5,7500.031
148,2024-04-13 03:00:00,66957.5,66972.7,65754.6,65928.3,25763.414
149,2024-04-13 04:00:00,65928.4,66626.4,65912.0,66567.0,11938.29
150,2024-04-13 05:00:00,66566.9,67200.0,66511.8,67188.4,9975.567
151,2024-04-13 06:00:00,67188.5,67975.4,67039.3,67615.9,17647.572
152,2024-04-13 07:00:00,67616.0,67926.9,67330.0,67375.7,11600.49
153,2024-04-13 08:00:00,67375.7,67547.1,67267.3,67496.9,6320.266
154,2024-04-13 09:00:00,67496.8,67586.6,67130.9,67466.1,6541.385
155,2024-04-13 10:00:00,67466.1,67486.4,67116.9,67209.2,4845.738
156,2024-04-13 11:00:00,67209.2,67500.0,67172.0,67408.6,4746.687
157,2024-04-13 12:00:00,67408.5,67500.0,67326.4,67446.7,4286.529
158,2024-04-13 13:00:00,67446.8,67842.9,67318.7,67377.0,9565.829
159,2024-04-13 14:00:00,67377.1,67710.0,67175.0,67532.3,7553.871
160,2024-04-13 15:00:00,67532.2,67799.0,67458.7,67563.3,7819.674
161,2024-04-13 16:00:00,67563.4,67746.0,67370.1,67580.0,5237.072
162,2024-04-13 17:00:00,67580.0,67954.0,67440.4,67683.2,8931.805
163,2024-04-13 18:00:00,67683.2,67770.0,67261.4,67450.5,10403.507
164,2024-04-13 19:00:00,67450.6,67456.6,66515.8,66755.5,27234.03
165,2024-04-13 20:00:00,66755.4,67279.5,66450.6,67181.6,14988.309
166,2024-04-13 21:00:00,67181.6,67267.2,63530.0,64779.1,55027.234
167,2024-04-13 22:00:00,64779.1,64897.8,59652.5,61828.3,141359.241
168,2024-04-13 23:00:00,61828.5,62951.7,61700.0,62922.4,33926.527
169,2024-04-14 00:00:00,62922.5,64620.9,62103.5,64288.5,44253.911
170,2024-04-14 01:00:00,64288.6,65667.7,63688.0,63939.7,37538.224
171,2024-04-14 02:00:00,63939.7,64297.1,62880.2,63682.7,32554.454
172,2024-04-14 03:00:00,63682.7,64081.0,63250.0,63738.0,15684.692
173,2024-04-14 04:00:00,63738.1,63946.4,63005.1,63085.1,12529.88
174,2024-04-14 05:00:00,63085.0,63586.6,62139.3,63428.7,27881.013
175,2024-04-14 06:00:00,63428.5,64164.0,63383.3,63954.1,15443.274
176,2024-04-14 07:00:00,63954.1,64449.2,63909.3,64370.2,11471.633
177,2024-04-14 08:00:00,64370.3,64869.0,64090.9,64633.7,12530.644
178,2024-04-14 09:00:00,64633.7,64820.0,64232.1,64449.9,10666.896
179,2024-04-14 10:00:00,64449.9,64891.6,64358.0,64512.0,9041.885
180,2024-04-14 11:00:00,64512.0,64710.7,63895.7,64119.2,12746.914
181,2024-04-14 12:00:00,64119.2,64650.0,64117.3,64443.6,8204.054
182,2024-04-14 13:00:00,64443.6,64580.0,63850.0,64150.2,10239.622
183,2024-04-14 14:00:00,64150.2,64833.8,64042.7,64500.1,12601.231
184,2024-04-14 15:00:00,64500.1,64846.1,64326.2,64357.4,10508.381
185,2024-04-14 16:00:00,64357.4,64391.4,63428.6,63900.0,25050.774
186,2024-04-14 17:00:00,63900.1,64479.1,63877.7,64163.3,11764.977
187,2024-04-14 18:00:00,64163.3,64733.0,64100.6,64398.6,10010.613
188,2024-04-14 19:00:00,64398.5,64568.0,62550.0,63849.8,57177.109
189,2024-04-14 20:00:00,63849.7,64693.5,63732.9,64380.0,17123.625
190,2024-04-14 21:00:00,64377.9,64458.8,63918.5,64146.0,7801.885
191,2024-04-14 22:00:00,64146.0,64339.3,63674.6,63825.0,8624.604
192,2024-04-14 23:00:00,63825.0,63835.0,63300.0,63652.7,8932.99
193,2024-04-15 00:00:00,63652.8,65433.0,63622.7,65298.9,33759.821
194,2024-04-15 01:00:00,65299.0,65822.1,65014.4,65615.9,13419.162
195,2024-04-15 02:00:00,65615.9,65842.8,65255.1,65454.0,14196.614
196,2024-04-15 03:00:00,65454.1,65689.3,65005.8,65255.9,9735.357
197,2024-04-15 04:00:00,65256.0,65339.8,64903.1,65102.4,6808.339
198,2024-04-15 05:00:00,65102.6,65299.2,65000.0,65107.9,4653.233
199,2024-04-15 06:00:00,65108.0,65144.1,64649.2,64874.4,8487.465
200,2024-04-15 07:00:00,64874.4,65491.0,64873.7,65428.1,7405.937
201,2024-04-15 08:00:00,65428.1,66550.0,65320.1,66428.7,24941.443
202,2024-04-15 09:00:00,66428.8,66547.8,66102.4,66224.8,12754.418
203,2024-04-15 10:00:00,66224.9,66422.0,66047.0,66259.5,8332.873
204,2024-04-15 11:00:00,66259.9,66874.9,66088.2,66557.3,13067.785
205,2024-04-15 12:00:00,66557.3,66622.4,66326.9,66437.4,6339.417
206,2024-04-15 13:00:00,66437.5,66688.0,65801.0,65848.6,13539.806
207,2024-04-15 14:00:00,65848.6,66216.0,65767.0,66001.3,10706.235
208,2024-04-15 15:00:00,66001.3,66369.7,65650.0,65842.5,15511.942
209,2024-04-15 16:00:00,65842.4,65957.7,64155.0,64221.3,41403.293
210,2024-04-15 17:00:00,64221.4,64770.0,63800.0,64552.8,27330.695
211,2024-04-15 18:00:00,64552.6,64848.8,63876.9,64134.4,19990.138
212,2024-04-15 19:00:00,64134.8,64722.0,63313.2,63887.7,30895.327
213,2024-04-15 20:00:00,63887.6,64036.9,63078.0,63149.6,24652.791
214,2024-04-15 21:00:00,63149.6,63629.0,62242.5,63269.9,38098.023
215,2024-04-15 22:00:00,63269.9,63610.3,62915.0,63091.6,11969.072
216,2024-04-15 23:00:00,63091.6,63454.7,62606.0,63238.5,12955.792
217,2024-04-16 00:00:00,63238.5,63516.4,62713.1,63430.9,11210.597
218,2024-04-16 01:00:00,63430.8,63531.0,63137.9,63392.7,6545.633
219,2024-04-16 02:00:00,63392.8,63700.0,62899.9,63238.0,11642.912
220,2024-04-16 03:00:00,63238.0,63879.6,63056.9,63113.1,11558.221
221,2024-04-16 04:00:00,63112.9,63485.0,62711.0,63369.5,11197.962
222,2024-04-16 05:00:00,63369.4,63525.0,62804.0,62937.6,9302.574
223,2024-04-16 06:00:00,62937.6,63021.4,61651.8,62464.4,32852.543
224,2024-04-16 07:00:00,62464.3,62874.5,62342.0,62682.8,11199.388
225,2024-04-16 08:00:00,62682.7,63236.7,62612.6,63172.3,9312.973
226,2024-04-16 09:00:00,63172.2,63786.3,63076.0,63487.9,15047.66
227,2024-04-16 10:00:00,63488.0,63646.9,63051.5,63265.6,8664.37
228,2024-04-16 11:00:00,63265.6,63556.0,63164.9,63220.0,6973.157
229,2024-04-16 12:00:00,63220.0,63317.3,61521.0,62534.2,46004.034
230,2024-04-16 13:00:00,62534.1,63249.3,62323.8,63064.6,19290.018
231,2024-04-16 14:00:00,63064.6,63399.7,62774.2,63017.3,14958.1
232,2024-04-16 15:00:00,63017.2,63314.7,62100.6,62665.0,31975.333
233,2024-04-16 16:00:00,62666.0,63079.4,61987.1,62064.9,27120.474
234,2024-04-16 17:00:00,62064.8,62391.8,61704.7,61749.2,24404.463
235,2024-04-16 18:00:00,61749.2,62729.0,61680.0,62721.9,24897.772
236,2024-04-16 19:00:00,62721.9,63277.1,62256.9,62472.3,25940.479
237,2024-04-16 20:00:00,62472.2,63015.0,62405.4,62979.4,14571.242
238,2024-04-16 21:00:00,62979.4,63080.0,62621.6,62691.0,8359.258
239,2024-04-16 22:00:00,62690.9,63040.7,62519.3,62998.0,6354.824
240,2024-04-16 23:00:00,62997.9,64356.3,62942.2,63977.3,22051.396
241,2024-04-17 00:00:00,63977.0,64056.0,63581.2,63751.6,7573.176
242,2024-04-17 01:00:00,63751.7,63855.0,63584.7,63765.0,4679.11
243,2024-04-17 02:00:00,63764.9,64214.5,63541.7,63991.9,9394.733
244,2024-04-17 03:00:00,63991.8,64035.6,63575.6,63993.1,7042.858
245,2024-04-17 04:00:00,63993.1,64283.3,63680.0,63825.3,7877.403
246,2024-04-17 05:00:00,63825.4,64048.8,63702.8,63806.0,4021.983
247,2024-04-17 06:00:00,63806.1,64216.6,63633.0,64060.4,6889.782
248,2024-04-17 07:00:00,64060.4,64483.3,63787.1,63893.1,11144.879
249,2024-04-17 08:00:00,63893.2,63975.0,63700.0,63853.5,5208.444
250,2024-04-17 09:00:00,63853.6,63913.0,63170.5,63260.8,12918.071
251,2024-04-17 10:00:00,63260.7,63562.7,63104.3,63304.2,8820.085
252,2024-04-17 11:00:00,63304.2,63518.7,63202.1,63302.2,5652.434
253,2024-04-17 12:00:00,63302.3,63323.8,62712.6,62878.0,14372.228
254,2024-04-17 13:00:00,62878.0,63147.1,62490.0,62576.9,12961.088
255,2024-04-17 14:00:00,62576.8,62810.9,62024.8,62286.4,20270.686
256,2024-04-17 15:00:00,62286.4,62957.2,62100.0,62606.6,19987.106
257,2024-04-17 16:00:00,62606.5,62629.8,60663.0,61263.2,67925.053
258,2024-04-17 17:00:00,61263.2,61518.6,59713.2,60272.0,72019.749
259,2024-04-17 18:00:00,60274.0,61086.2,59625.0,60165.9,53607.25
260,2024-04-17 19:00:00,60166.0,61326.0,60078.5,61242.7,22780.156
261,2024-04-17 20:00:00,61242.8,61938.0,61120.1,61419.4,25414.196
262,2024-04-17 21:00:00,61419.4,61447.2,60700.0,60997.2,20236.802
263,2024-04-17 22:00:00,60997.1,61437.6,60741.3,60814.7,11277.641
264,2024-04-17 23:00:00,60814.7,61645.1,60814.7,61282.7,12862.116
265,2024-04-18 00:00:00,61282.7,61698.8,61136.6,61660.8,5054.375
266,2024-04-18 01:00:00,61661.9,61743.7,61177.4,61254.5,6293.874
267,2024-04-18 02:00:00,61254.5,61503.0,60900.0,61495.6,11116.828
268,2024-04-18 03:00:00,61495.5,61650.0,61350.2,61618.7,7397.392
269,2024-04-18 04:00:00,61618.8,61900.0,61408.4,61640.4,7980.643
270,2024-04-18 05:00:00,61640.3,62194.8,61633.3,61953.5,12896.417
271,2024-04-18 06:00:00,61953.6,62048.0,61520.1,61613.9,8342.463
272,2024-04-18 07:00:00,61613.8,61797.0,60938.6,61051.4,13194.891
273,2024-04-18 08:00:00,61051.4,61298.0,60763.8,61127.3,14755.724
274,2024-04-18 09:00:00,61127.3,61347.2,60906.9,61154.7,8784.041
275,2024-04-18 10:00:00,61154.6,61537.9,60824.2,61313.7,11786.658
276,2024-04-18 11:00:00,61313.7,61681.8,61294.0,61608.4,8211.662
277,2024-04-18 12:00:00,61608.4,61904.0,61465.8,61789.7,8196.565
278,2024-04-18 13:00:00,61789.7,63049.9,61789.3,62563.0,32787.628
279,2024-04-18 14:00:00,62563.0,62708.5,61558.0,62212.2,28356.896
280,2024-04-18 15:00:00,62212.2,62799.0,61853.3,62759.5,28190.897
281,2024-04-18 16:00:00,62759.5,63950.0,62518.7,63778.3,42128.112
282,2024-04-18 17:00:00,63778.3,64100.0,63402.5,63474.0,20127.868
283,2024-04-18 18:00:00,63473.9,63857.5,63250.2,63500.0,16073.36
284,2024-04-18 19:00:00,63500.0,63595.5,62556.9,62755.2,18898.324
285,2024-04-18 20:00:00,62755.1,63193.5,62268.4,63074.1,21408.706
286,2024-04-18 21:00:00,63074.0,63542.1,63061.5,63438.0,12603.726
287,2024-04-18 22:00:00,63437.3,63611.0,63229.2,63460.8,7056.589
288,2024-04-18 23:00:00,63460.8,63815.6,63275.0,63429.1,11103.84
289,2024-04-19 00:00:00,63429.1,63629.1,63123.3,63471.9,8097.262
290,2024-04-19 01:00:00,63471.9,63640.5,63339.5,63445.0,3805.902
291,2024-04-19 02:00:00,63445.0,63449.9,62612.0,62692.1,11207.776
292,2024-04-19 03:00:00,62692.1,62760.0,60578.2,61000.0,56497.927
293,2024-04-19 04:00:00,61000.0,61420.0,59541.0,61334.1,63318.434
294,2024-04-19 05:00:00,61334.1,62088.0,61116.0,61757.1,31303.074
295,2024-04-19 06:00:00,61757.1,62730.0,61740.0,62406.2,19826.878
296,2024-04-19 07:00:00,62406.3,62567.2,61701.3,62045.6,20909.054
297,2024-04-19 08:00:00,62045.6,64995.8,61798.5,64596.0,54507.101
298,2024-04-19 09:00:00,64595.9,65189.0,64160.2,64519.6,37157.592
299,2024-04-19 10:00:00,64519.5,65077.1,64088.1,64598.1,31537.524
300,2024-04-19 11:00:00,64598.1,64924.9,64450.2,64744.8,11318.17
301,2024-04-19 12:00:00,64744.8,65144.9,64370.0,64754.3,15318.884
302,2024-04-19 13:00:00,64754.3,65480.0,64652.5,64839.8,21793.99
303,2024-04-19 14:00:00,64839.8,65420.5,64726.2,64924.0,17366.676
304,2024-04-19 15:00:00,64924.1,65046.0,64404.9,64870.9,23383.175
305,2024-04-19 16:00:00,64870.8,64929.0,63779.7,64426.1,30283.169
306,2024-04-19 17:00:00,64426.2,64695.9,64305.3,64417.7,12788.562
307,2024-04-19 18:00:00,64417.6,64516.9,63477.5,63986.0,32721.772
308,2024-04-19 19:00:00,63985.9,64823.6,63900.9,64604.2,18921.727
309,2024-04-19 20:00:00,64604.3,64640.4,64076.7,64189.8,9912.069
310,2024-04-19 21:00:00,64189.7,64378.0,64064.7,64307.2,6182.964
311,2024-04-19 22:00:00,64307.2,64315.0,63655.0,64026.0,8702.587
312,2024-04-19 23:00:00,64026.1,64432.5,64020.6,64378.9,6013.981
313,2024-04-20 00:00:00,64378.9,64478.8,63970.6,63980.4,7682.317
314,2024-04-20 01:00:00,63980.5,64111.7,62910.0,63787.4,25608.655
315,2024-04-20 02:00:00,63787.4,64236.2,63384.7,63407.4,18161.872
316,2024-04-20 03:00:00,63407.5,63767.0,63045.1,63623.7,11707.381
317,2024-04-20 04:00:00,63623.7,64078.7,63501.9,63803.7,6933.635
318,2024-04-20 05:00:00,63803.7,64000.0,63730.0,63931.8,4449.887
319,2024-04-20 06:00:00,63931.8,64244.0,63779.9,64102.0,6975.133
320,2024-04-20 07:00:00,64102.0,64217.3,63950.4,64117.8,3776.103
321,2024-04-20 08:00:00,64117.6,64190.0,63901.7,64017.3,5107.518
322,2024-04-20 09:00:00,64017.4,64134.2,63893.7,63937.9,3266.409
323,2024-04-20 10:00:00,63938.0,63967.2,63620.0,63706.8,7224.432
324,2024-04-20 11:00:00,63706.8,63759.3,63244.0,63583.4,13908.956
325,2024-04-20 12:00:00,63583.4,63757.7,63333.7,63538.7,7733.98
326,2024-04-20 13:00:00,63538.6,63900.0,63525.3,63688.7,6455.652
327,2024-04-20 14:00:00,63688.7,63916.0,63537.3,63790.8,5018.383
328,2024-04-20 15:00:00,63790.8,64034.1,63768.0,63846.5,5066.921
329,2024-04-20 16:00:00,63846.4,63963.6,63703.2,63906.0,3993.655
330,2024-04-20 17:00:00,63905.9,64940.0,63758.0,64771.0,19737.277
331,2024-04-20 18:00:00,64771.0,64949.0,64421.8,64708.9,16063.835
332,2024-04-20 19:00:00,64708.8,65400.0,64708.8,65167.9,18625.198
333,2024-04-20 20:00:00,65167.9,65281.9,64793.8,64932.6,10221.117
334,2024-04-20 21:00:00,64932.5,64973.7,64756.2,64834.7,5187.046
335,2024-04-20 22:00:00,64834.8,65013.0,64573.2,64690.7,6634.979
336,2024-04-20 23:00:00,64690.6,64800.0,64587.4,64700.4,3100.388
337,2024-04-21 00:00:00,64700.3,64757.3,64513.1,64581.1,3754.712
338,2024-04-21 01:00:00,64581.1,64963.6,64581.0,64897.2,4037.793
339,2024-04-21 02:00:00,64897.2,64929.9,64570.5,64732.1,4772.897
340,2024-04-21 03:00:00,64732.1,65087.8,64700.5,64915.7,4487.758
341,2024-04-21 04:00:00,64915.6,65363.2,64890.6,65274.3,7533.55
342,2024-04-21 05:00:00,65274.4,65678.7,65048.0,65131.2,13774.156
343,2024-04-21 06:00:00,65131.3,65167.9,64803.1,65029.6,6787.611
344,2024-04-21 07:00:00,65029.6,65216.3,64943.1,64992.9,3670.8
345,2024-04-21 08:00:00,64992.9,65174.0,64901.2,65020.7,3072.561
346,2024-04-21 09:00:00,65020.6,65139.1,64861.2,65109.8,4371.693
347,2024-04-21 10:00:00,65109.8,65199.4,64884.2,64895.0,5195.021
